Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2011,137,1206,61,8,1437,57,9,0,21,52,4,14,15,24,12,24,12,9,3,1,15,19,52,7,22,12,17,10,25,10,9,5,5,19,0
2010,138,1388,75,10,1437,68,2,0,24,48,7,19,20,26,6,27,6,12,2,3,12,25,69,7,19,11,11,15,17,9,7,5,2,18,0
2016,154,1437,77,2,1314,74,1,0,28,48,8,14,13,17,2,21,6,10,5,5,16,27,63,11,17,9,13,16,20,16,11,5,3,20,1
2019,136,1437,61,6,1388,57,11,0,24,49,8,20,5,9,5,24,11,7,3,3,7,23,55,8,22,3,6,10,23,9,8,3,3,13,1
2022,143,1437,63,2,1276,55,11,0,22,59,9,30,10,12,8,28,10,6,5,4,12,21,61,6,18,7,14,11,27,11,7,3,6,11,1
2008,137,1437,75,12,1155,69,5,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24,1
2009,152,1314,83,1,1437,69,3,0,25,62,11,22,22,37,14,34,16,12,6,6,20,26,79,5,27,12,16,22,31,8,12,7,3,26,0
2022,145,1437,50,2,1222,44,5,0,15,52,5,21,15,15,10,25,6,9,3,2,12,17,57,1,20,9,14,13,22,7,9,6,4,14,1
2016,137,1437,86,2,1421,56,15,0,33,57,13,28,7,11,7,25,21,11,8,5,10,21,57,5,17,9,13,12,20,11,14,5,2,12,1
2021,137,1437,73,5,1457,63,12,0,23,52,8,25,19,26,6,25,11,6,3,8,21,21,58,7,22,14,19,9,25,13,10,0,0,23,1
2016,152,1437,95,2,1328,51,2,0,35,49,11,18,14,19,7,25,14,11,12,3,11,19,60,6,27,7,11,19,10,8,17,6,2,20,1
2006,146,1196,75,3,1437,62,1,0,22,54,4,17,27,31,19,34,14,16,2,8,22,18,73,4,23,22,27,26,14,8,6,6,6,24,0
2016,139,1437,87,2,1234,68,7,0,32,54,10,19,13,17,6,26,23,13,9,4,16,27,60,7,24,7,13,10,19,14,13,6,3,19,1
2009,138,1437,89,3,1417,69,6,0,31,67,8,25,19,27,16,25,20,11,11,1,22,20,47,9,24,20,30,7,21,14,20,7,3,21,1
2013,137,1314,78,8,1437,71,9,0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22,0
2021,139,1437,84,5,1317,61,13,0,31,56,15,30,7,9,6,20,19,5,6,1,11,21,52,8,26,11,12,8,18,12,9,2,1,13,1
2014,136,1437,73,2,1454,53,15,0,28,62,4,23,13,16,12,34,13,11,8,10,17,18,63,6,24,11,15,13,24,13,12,4,2,14,1
2007,137,1246,67,8,1437,58,9,0,20,44,5,19,22,31,10,27,12,11,5,5,18,18,55,7,21,15,20,10,20,8,8,5,2,22,0
2014,138,1163,77,7,1437,65,2,0,23,52,9,20,22,28,7,29,10,11,11,2,17,18,51,11,31,18,24,6,24,10,16,6,2,24,0
2008,139,1437,84,12,1373,72,13,0,30,56,6,13,18,24,6,31,15,15,8,2,27,20,56,6,21,26,39,10,24,9,13,8,4,19,1
2018,154,1437,79,1,1276,62,3,0,27,57,10,27,15,20,12,26,7,12,5,3,18,24,55,3,23,11,18,6,21,6,10,6,1,20,1
2018,138,1437,81,1,1104,58,9,0,25,63,17,41,14,16,13,22,18,10,6,5,21,20,48,4,16,14,23,9,24,13,15,7,3,13,1
2021,145,1124,62,1,1437,51,5,0,26,59,3,19,7,10,11,16,9,5,8,5,12,20,46,3,17,8,11,9,21,8,15,1,6,14,0
