Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2022,143,1437,63,2,1276,55,11,0,22,59,9,30,10,12,8,28,10,6,5,4,12,21,61,6,18,7,14,11,27,11,7,3,6,11,0
2014,138,1276,79,2,1400,65,7,0,24,54,14,28,17,21,11,19,16,4,5,2,12,23,62,4,11,15,16,21,20,14,9,3,3,16,1
2012,137,1325,65,13,1276,60,4,0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16,0
2018,143,1276,99,3,1401,72,7,0,39,63,14,24,7,8,4,24,21,7,12,0,15,32,67,3,15,5,10,12,21,13,14,4,4,12,1
2011,137,1276,75,8,1397,45,9,0,33,64,9,26,0,1,12,24,20,11,5,2,17,15,43,3,18,12,16,6,20,10,18,4,5,13,1
2018,152,1276,69,3,1260,57,11,0,25,59,7,28,12,18,11,25,8,11,10,2,11,22,51,1,10,12,14,6,26,6,17,5,1,17,1
2009,136,1276,62,10,1155,59,7,0,20,51,10,26,12,15,9,24,16,14,5,3,11,21,65,5,22,12,14,21,23,14,11,8,7,19,1
2013,136,1276,71,4,1355,56,13,0,28,55,9,20,6,9,8,21,12,9,6,3,8,23,52,4,19,6,8,8,21,13,12,3,0,10,1
2014,136,1276,57,2,1459,40,15,0,22,46,7,17,6,9,6,25,15,11,8,1,8,18,53,1,19,3,4,8,18,10,9,3,0,14,1
2018,136,1276,61,3,1285,47,14,0,21,47,5,16,14,22,5,31,11,14,4,3,14,18,56,3,15,8,11,8,25,7,12,7,2,21,1
2022,138,1276,76,11,1397,68,3,0,27,54,6,16,16,20,6,27,15,14,4,6,12,28,67,2,18,10,12,10,21,15,6,7,4,18,1
2013,154,1257,82,1,1276,76,4,0,28,61,8,16,18,23,15,17,18,9,9,3,22,25,48,8,18,18,25,8,19,12,12,3,2,15,0
2013,146,1276,79,4,1196,59,3,0,30,65,10,19,9,13,9,26,18,11,13,5,13,23,56,2,10,11,17,9,27,13,15,7,3,11,1
2018,138,1276,64,3,1222,63,6,0,21,59,8,30,14,20,10,28,13,7,4,5,22,20,54,7,18,16,22,10,31,8,10,3,2,19,1
2013,152,1276,61,4,1393,56,4,0,21,53,8,24,11,20,13,24,17,10,5,3,11,23,55,3,14,7,11,10,23,13,10,7,4,19,1
2011,139,1181,73,1,1276,71,8,0,25,49,5,20,18,25,10,23,12,11,1,2,18,27,53,7,21,10,11,4,18,13,7,7,0,23,0
2021,140,1276,86,1,1261,78,8,0,28,52,10,25,20,25,5,29,22,11,1,4,17,27,69,6,21,18,23,7,18,8,3,5,5,20,1
2017,143,1332,69,3,1276,68,7,0,26,58,8,17,9,16,6,30,15,5,6,3,9,25,58,11,31,7,7,2,29,16,8,3,2,16,0
2018,154,1437,79,1,1276,62,3,0,27,57,10,27,15,20,12,26,7,12,5,3,18,24,55,3,23,11,18,6,21,6,10,6,1,20,0
