Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2004,146,1210,79,3,1242,71,4,1,25,56,3,16,26,34,11,30,14,12,13,3,17,26,65,6,19,13,19,12,26,15,15,8,3,26,0
2004,137,1242,78,4,1227,53,13,0,24,39,5,12,25,40,6,35,18,25,6,8,19,20,64,3,16,10,14,11,15,10,15,9,0,25,1
2013,139,1242,70,1,1314,58,8,0,24,55,5,14,17,21,15,35,11,22,7,5,11,22,73,6,21,8,10,16,20,10,11,15,1,20,1
2003,145,1242,78,2,1112,75,1,0,29,67,8,26,12,18,15,22,16,15,13,5,20,23,55,10,22,19,23,11,26,16,19,8,2,17,1
2021,140,1425,85,6,1242,51,3,0,32,56,11,18,10,17,6,32,18,13,3,4,14,18,62,6,25,9,12,8,18,12,7,8,2,17,0
2018,144,1242,80,1,1155,76,5,0,28,60,10,22,14,22,12,26,14,13,4,5,22,28,65,6,20,14,19,14,25,11,12,6,4,18,1
2010,138,1320,69,9,1242,67,1,0,22,55,9,26,16,19,11,19,11,9,9,1,16,24,54,6,23,13,18,14,24,9,15,5,3,19,0
2012,139,1242,63,2,1345,60,10,0,21,62,6,24,15,23,21,23,10,7,6,4,18,20,50,8,18,12,19,12,24,11,10,3,1,16,1
2022,138,1242,79,1,1166,72,9,0,27,66,6,16,19,20,13,33,14,7,5,7,21,21,59,12,28,18,21,6,22,18,8,6,3,16,1
2024,136,1242,93,4,1359,89,13,0,35,58,6,18,17,27,7,34,25,17,5,7,21,30,73,16,37,13,23,9,21,23,7,7,1,20,1
2016,143,1242,79,1,1268,63,5,0,29,62,3,9,18,21,13,30,14,11,5,1,20,22,55,5,25,14,20,6,22,9,9,7,7,23,1
2018,138,1242,83,1,1371,79,8,0,28,56,9,21,18,26,9,23,18,11,7,3,16,29,64,10,24,11,16,15,24,9,15,3,3,24,1
2005,137,1137,64,14,1242,63,3,0,22,55,8,31,12,16,9,21,17,9,10,1,21,20,46,1,11,22,27,8,26,14,13,5,3,15,0
2019,138,1120,89,5,1242,75,4,0,32,61,13,30,12,15,6,21,17,7,9,3,21,27,59,6,19,15,18,13,25,13,16,4,1,17,0
2016,145,1437,64,2,1242,59,1,0,21,52,4,18,18,19,5,23,7,9,11,2,16,23,50,6,22,7,11,6,26,11,16,5,2,19,0
2003,143,1242,69,2,1181,65,3,0,29,67,1,12,10,17,18,29,14,17,4,5,16,25,65,10,26,5,8,11,22,11,14,6,7,18,1
2004,144,1242,100,4,1412,74,9,0,30,56,4,10,36,44,10,35,21,17,9,3,19,23,71,8,33,20,24,14,19,12,12,13,4,27,1
2008,146,1242,59,1,1172,57,10,0,23,52,5,14,8,14,10,28,12,14,5,5,16,22,57,8,27,5,12,9,21,17,9,7,2,15,1
2011,146,1433,71,11,1242,61,1,0,21,53,12,25,17,22,9,26,14,13,7,1,18,22,62,2,21,15,28,19,26,10,14,8,6,20,0
2008,136,1242,85,1,1340,61,16,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18,1
2004,139,1242,78,4,1334,63,12,0,29,60,5,15,15,21,15,25,17,13,11,3,15,23,54,6,20,11,15,9,18,19,14,6,1,18,1
2009,137,1242,84,3,1295,74,14,0,32,64,4,12,16,20,10,29,17,5,5,2,17,26,62,10,24,12,15,9,25,9,9,3,4,21,1
2022,152,1242,81,1,1437,65,2,0,29,54,13,24,10,13,10,25,18,7,4,4,8,22,57,13,31,8,10,12,17,12,9,3,0,11,1
2017,143,1242,98,1,1345,66,4,0,34,62,15,28,15,22,12,24,18,10,9,2,15,24,56,10,27,8,12,9,20,17,16,6,0,18,1
2009,144,1277,67,2,1242,62,3,0,23,59,5,15,16,17,13,18,17,13,13,2,16,24,53,3,12,11,13,13,24,11,19,7,4,17,0
2007,145,1417,68,2,1242,55,1,0,24,45,8,17,12,18,10,21,12,25,15,3,14,23,56,4,8,5,11,14,14,17,21,17,6,19,0
2023,138,1116,72,8,1242,71,1,0,24,58,3,15,21,26,14,20,8,9,5,3,25,24,50,5,13,18,25,6,21,9,9,5,4,23,0
2003,152,1242,94,2,1266,61,3,0,38,71,8,19,10,17,19,33,22,12,8,5,15,23,74,3,16,12,18,21,18,7,11,7,3,17,1
2018,146,1242,85,1,1181,81,2,1,30,69,13,36,12,15,17,30,20,18,5,3,14,30,70,7,29,14,18,10,22,13,11,9,3,16,1
2017,139,1242,90,1,1277,70,9,0,34,64,8,20,14,15,8,28,12,7,9,3,16,25,57,8,23,12,17,5,23,13,10,3,1,14,1
2017,137,1242,100,1,1413,62,16,0,36,64,11,25,17,20,11,34,19,12,6,6,17,21,62,4,20,16,18,9,18,7,14,5,2,19,1
2006,137,1133,77,13,1242,73,4,0,23,52,11,21,20,32,11,24,17,16,6,1,17,26,58,7,18,14,19,11,25,11,18,12,1,25,0
2016,138,1242,73,1,1163,61,9,0,25,51,6,17,17,22,8,36,14,13,3,7,13,21,62,10,22,9,11,5,19,11,6,7,4,19,1
2007,143,1242,61,1,1356,58,4,0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21,1
2014,139,1390,60,10,1242,57,2,0,21,47,0,9,18,26,8,29,6,16,10,4,15,19,58,5,16,14,18,13,22,7,14,9,2,22,0
2009,139,1242,60,3,1173,43,11,0,23,53,3,16,11,22,11,39,9,17,5,12,11,16,72,4,19,7,8,17,26,7,11,13,6,23,1
2018,136,1242,76,1,1335,60,16,0,27,61,7,17,15,17,8,33,11,8,8,6,14,22,56,11,29,5,14,5,28,16,11,4,2,13,1
2008,138,1242,75,1,1424,56,8,0,29,50,5,13,12,19,7,29,9,10,7,1,26,12,45,5,22,27,34,9,17,6,10,6,1,20,1
2013,137,1242,64,1,1443,57,16,0,20,42,0,6,24,30,4,31,11,17,4,9,15,21,66,3,20,12,18,18,23,8,10,9,0,24,1
