Season,DayNum,WTeamID,WScore,WTeamSeed,LTeamID,LScore,LTeamSeed,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,Score
2008,138,1462,85,3,1345,78,6,0,27,50,5,12,26,33,5,29,12,14,5,3,17,26,67,8,21,18,23,13,24,9,10,8,4,26,0
2019,138,1345,87,3,1437,61,6,0,29,54,16,30,13,16,12,30,19,12,3,2,13,20,58,11,38,10,11,9,15,7,10,7,0,15,1
2017,136,1345,80,4,1436,70,13,0,31,60,9,20,9,14,11,27,16,10,2,6,15,27,61,10,27,6,10,8,20,21,9,6,1,17,1
2018,139,1345,76,2,1139,73,10,0,26,52,11,24,13,18,11,19,12,10,3,3,15,27,55,6,20,13,14,9,19,12,8,5,3,20,1
2024,146,1345,72,1,1397,66,2,0,24,53,3,15,21,33,8,32,16,10,5,2,12,24,62,11,26,7,11,6,17,17,6,8,4,25,1
2010,139,1345,63,4,1401,61,5,1,26,63,6,17,5,6,5,34,11,12,12,6,18,23,65,5,17,10,17,14,31,14,14,8,3,13,1
2009,138,1345,76,5,1449,74,4,0,25,64,7,16,19,23,15,25,15,11,5,7,21,28,67,4,12,14,19,16,24,13,9,4,3,20,1
2007,139,1196,74,1,1345,67,9,0,21,42,5,18,27,31,7,24,11,15,7,4,14,28,59,5,17,6,13,11,17,15,12,12,1,23,0
2023,137,1192,63,16,1345,58,1,0,24,62,7,23,8,10,9,19,11,8,11,3,19,19,53,5,26,15,19,11,25,15,16,3,6,13,0
2011,137,1345,65,3,1389,43,14,0,23,54,5,15,14,17,14,33,12,16,7,3,13,17,58,5,21,4,6,9,19,9,14,10,2,19,1
2024,154,1163,75,1,1345,60,1,0,30,62,6,22,9,11,13,19,18,6,3,4,18,24,54,1,7,11,15,8,19,8,9,3,3,15,0
2017,138,1345,80,4,1235,76,5,0,31,64,8,26,10,15,9,29,27,10,6,1,15,30,60,7,23,9,14,3,25,14,7,7,3,16,1
2012,139,1242,63,2,1345,60,10,0,21,62,6,24,15,23,21,23,10,7,6,4,18,20,50,8,18,12,19,12,24,11,10,3,1,16,0
2018,137,1345,74,2,1168,48,15,0,23,59,9,22,19,27,12,32,10,9,5,4,18,18,50,4,18,8,16,5,29,7,17,3,5,24,1
2024,139,1345,106,1,1429,67,8,0,38,68,11,23,19,23,10,35,29,9,5,5,10,23,64,9,27,12,16,5,17,9,8,5,4,20,1
2022,144,1389,67,15,1345,64,3,0,21,54,6,21,19,21,6,14,9,8,9,4,19,23,54,5,21,13,15,10,26,11,14,2,2,18,0
2003,139,1400,77,1,1345,67,9,0,25,62,5,11,22,26,13,27,8,13,4,0,21,23,62,5,16,16,24,13,22,10,13,7,2,24,0
2009,143,1163,72,1,1345,60,5,0,25,56,3,8,19,30,14,34,19,13,6,6,12,24,66,6,23,6,11,9,24,12,9,7,2,26,0
2008,136,1345,90,6,1124,79,11,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15,1
